28.000,2.000,0.000,4.000,8.000,18.000,21.000,0.000,7.000,0.000,15.000,1.000,0.000,8.000,14.000,6.000,19.000,9.000,32.000,14.000,1.000,3.000,2.000,0.000,0.000,17.000,0.000,14.000,24.000,8.000,2.000,17.000,6.000,1.000,0.000,7.000,6.000,5.000,4.000,1.000,1.000,3.000,2.000,8.000,11.000,4.000,0.000,6.000,8.000,28.000,1.000,0.000,0.000,35.000,0.000,2.000,6.000,18.000,0.000,57.000,16.000,48.000,4.000,6.000,11.000,1.000,28.000,1.000,6.000,5.000,0.000,4.000,2.000,17.000,11.000,7.000,3.000,1.000,14.000,4.000,0.000,14.000,40.000,0.000,15.000,24.000,3.000,2.000,20.000,12.000,13.000,9.000,3.000,2.000,4.000,21.000,6.000,8.000,1.000,220974.000,0.000,0.000,53671.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17043.000,0.000,0.000,2569.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12943.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
24.000,1.000,0.000,2.000,11.000,30.000,21.000,0.000,11.000,0.000,6.000,4.000,0.000,8.000,5.000,8.000,11.000,6.000,30.000,22.000,1.000,3.000,2.000,0.000,0.000,17.000,5.000,10.000,14.000,15.000,1.000,20.000,12.000,2.000,4.000,5.000,4.000,2.000,2.000,1.000,0.000,3.000,2.000,28.000,5.000,1.000,0.000,3.000,12.000,21.000,2.000,7.000,2.000,19.000,4.000,1.000,4.000,9.000,0.000,64.000,5.000,70.000,2.000,4.000,5.000,7.000,22.000,5.000,7.000,1.000,0.000,6.000,0.000,20.000,11.000,11.000,5.000,3.000,15.000,6.000,0.000,16.000,39.000,0.000,10.000,18.000,4.000,2.000,16.000,12.000,21.000,5.000,8.000,0.000,3.000,7.000,13.000,11.000,3.000,224837.000,0.000,0.000,56671.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11093.000,0.000,0.000,998.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13601.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
18.000,1.000,2.000,1.000,5.000,26.000,7.000,3.000,16.000,0.000,21.000,2.000,1.000,6.000,16.000,11.000,7.000,5.000,16.000,37.000,0.000,4.000,2.000,0.000,0.000,21.000,2.000,12.000,15.000,19.000,0.000,19.000,5.000,2.000,2.000,4.000,1.000,12.000,5.000,6.000,0.000,1.000,11.000,12.000,9.000,3.000,0.000,6.000,1.000,12.000,2.000,3.000,5.000,20.000,1.000,3.000,4.000,11.000,0.000,68.000,5.000,76.000,4.000,8.000,0.000,3.000,38.000,0.000,6.000,2.000,0.000,2.000,2.000,33.000,21.000,10.000,1.000,0.000,12.000,6.000,0.000,11.000,22.000,0.000,6.000,44.000,2.000,1.000,23.000,7.000,23.000,6.000,5.000,2.000,5.000,4.000,1.000,3.000,2.000,221115.000,0.000,0.000,56034.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9022.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21026.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000
21.000,4.000,2.000,2.000,10.000,18.000,12.000,3.000,19.000,0.000,11.000,2.000,1.000,5.000,13.000,7.000,6.000,3.000,18.000,34.000,0.000,0.000,1.000,0.000,1.000,24.000,3.000,10.000,28.000,13.000,0.000,22.000,7.000,2.000,3.000,1.000,1.000,12.000,1.000,5.000,1.000,5.000,15.000,8.000,9.000,3.000,0.000,3.000,4.000,9.000,1.000,3.000,7.000,15.000,5.000,1.000,3.000,11.000,0.000,73.000,1.000,84.000,3.000,7.000,1.000,3.000,32.000,0.000,4.000,1.000,0.000,0.000,2.000,36.000,8.000,12.000,2.000,0.000,9.000,1.000,0.000,18.000,34.000,0.000,13.000,43.000,0.000,1.000,19.000,9.000,22.000,6.000,6.000,1.000,1.000,7.000,3.000,7.000,3.000,219350.000,0.000,0.000,56735.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10026.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21070.000,0.000,0.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.000,0.000,0.000,0.000
20.000,3.000,3.000,2.000,17.000,16.000,7.000,1.000,13.000,0.000,21.000,3.000,2.000,8.000,23.000,13.000,8.000,7.000,15.000,27.000,3.000,2.000,1.000,0.000,1.000,29.000,2.000,8.000,24.000,6.000,0.000,10.000,5.000,2.000,7.000,0.000,2.000,12.000,4.000,6.000,0.000,4.000,17.000,13.000,19.000,1.000,0.000,3.000,2.000,13.000,0.000,5.000,5.000,19.000,3.000,0.000,5.000,10.000,0.000,67.000,5.000,69.000,3.000,3.000,0.000,1.000,41.000,0.000,6.000,1.000,0.000,0.000,4.000,42.000,12.000,8.000,2.000,0.000,13.000,5.000,0.000,13.000,22.000,0.000,11.000,36.000,2.000,2.000,21.000,7.000,20.000,10.000,4.000,1.000,4.000,9.000,2.000,1.000,1.000,217600.000,0.000,0.000,56097.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11402.000,0.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22065.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.000,0.000,0.000,0.000
24.000,2.000,2.000,0.000,10.000,15.000,14.000,4.000,13.000,0.000,15.000,2.000,2.000,9.000,20.000,12.000,16.000,8.000,14.000,28.000,1.000,2.000,1.000,0.000,4.000,27.000,0.000,9.000,17.000,9.000,1.000,15.000,4.000,1.000,3.000,1.000,1.000,15.000,3.000,4.000,0.000,1.000,10.000,3.000,10.000,5.000,0.000,2.000,1.000,13.000,3.000,5.000,4.000,21.000,2.000,3.000,3.000,14.000,0.000,85.000,1.000,77.000,2.000,6.000,1.000,0.000,33.000,0.000,5.000,1.000,0.000,4.000,6.000,31.000,20.000,10.000,0.000,0.000,17.000,3.000,0.000,10.000,28.000,0.000,10.000,28.000,2.000,3.000,26.000,9.000,16.000,12.000,10.000,2.000,3.000,5.000,1.000,3.000,2.000,218547.000,0.000,0.000,55511.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12224.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20890.000,0.000,0.000,24.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
22.000,4.000,10.000,2.000,14.000,27.000,10.000,2.000,11.000,0.000,6.000,2.000,8.000,6.000,17.000,6.000,5.000,14.000,15.000,32.000,2.000,2.000,3.000,0.000,0.000,13.000,1.000,21.000,21.000,11.000,0.000,7.000,6.000,2.000,0.000,3.000,3.000,2.000,4.000,0.000,1.000,6.000,0.000,55.000,27.000,3.000,0.000,7.000,19.000,5.000,4.000,2.000,2.000,42.000,9.000,0.000,5.000,11.000,0.000,26.000,15.000,39.000,2.000,2.000,4.000,0.000,57.000,0.000,5.000,2.000,0.000,3.000,1.000,28.000,13.000,3.000,2.000,0.000,18.000,4.000,0.000,18.000,33.000,0.000,8.000,21.000,1.000,1.000,20.000,12.000,8.000,5.000,23.000,1.000,0.000,2.000,3.000,3.000,5.000,220707.000,0.000,0.000,47767.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13273.000,0.000,0.000,1079.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24034.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,338.000,0.000,0.000,0.000
26.000,11.000,5.000,1.000,19.000,19.000,6.000,6.000,17.000,0.000,9.000,2.000,5.000,8.000,10.000,5.000,5.000,17.000,14.000,17.000,1.000,1.000,6.000,0.000,5.000,20.000,3.000,12.000,16.000,18.000,0.000,10.000,6.000,1.000,5.000,4.000,1.000,3.000,3.000,0.000,1.000,12.000,2.000,36.000,23.000,1.000,0.000,14.000,17.000,3.000,4.000,1.000,8.000,33.000,11.000,4.000,4.000,7.000,0.000,24.000,20.000,45.000,5.000,4.000,1.000,3.000,20.000,0.000,10.000,0.000,0.000,4.000,2.000,26.000,10.000,9.000,3.000,0.000,17.000,7.000,0.000,12.000,51.000,0.000,5.000,31.000,2.000,0.000,21.000,28.000,6.000,8.000,13.000,0.000,1.000,8.000,3.000,2.000,1.000,220403.000,0.000,0.000,46862.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14899.000,0.000,0.000,1210.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23404.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,422.000,0.000,0.000,0.000
22.000,12.000,1.000,2.000,15.000,15.000,13.000,5.000,12.000,0.000,7.000,4.000,2.000,12.000,16.000,6.000,5.000,17.000,20.000,25.000,2.000,3.000,7.000,0.000,4.000,19.000,1.000,16.000,19.000,12.000,0.000,6.000,0.000,0.000,3.000,3.000,0.000,4.000,0.000,0.000,0.000,7.000,7.000,44.000,34.000,6.000,0.000,10.000,16.000,8.000,0.000,3.000,4.000,34.000,5.000,9.000,1.000,7.000,0.000,26.000,16.000,43.000,4.000,2.000,2.000,2.000,30.000,1.000,4.000,1.000,0.000,2.000,3.000,25.000,8.000,5.000,0.000,0.000,25.000,3.000,0.000,9.000,51.000,0.000,12.000,23.000,2.000,3.000,18.000,23.000,16.000,8.000,8.000,1.000,2.000,11.000,1.000,3.000,2.000,217268.000,0.000,0.000,48330.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15675.000,0.000,0.000,1633.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23700.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,594.000,0.000,0.000,0.000
23.000,8.000,10.000,3.000,9.000,17.000,11.000,0.000,15.000,0.000,0.000,4.000,4.000,15.000,7.000,6.000,18.000,13.000,23.000,23.000,2.000,2.000,3.000,0.000,3.000,18.000,4.000,11.000,12.000,7.000,0.000,26.000,3.000,0.000,3.000,1.000,2.000,2.000,3.000,3.000,0.000,3.000,9.000,39.000,15.000,4.000,0.000,7.000,5.000,11.000,4.000,2.000,4.000,37.000,6.000,1.000,7.000,16.000,0.000,43.000,2.000,57.000,2.000,9.000,2.000,1.000,26.000,0.000,5.000,2.000,0.000,1.000,2.000,20.000,7.000,4.000,2.000,0.000,25.000,0.000,0.000,10.000,59.000,0.000,8.000,27.000,1.000,3.000,22.000,31.000,13.000,6.000,12.000,2.000,3.000,4.000,1.000,2.000,2.000,217283.000,0.000,0.000,52840.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13131.000,0.000,0.000,65.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23747.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,134.000,0.000,0.000,0.000
