0,0,137,0,1,0,23,0,0,0,0,0,6,0,0,47,0,0,0,0,13,17,0,0,0,56,0,0,0,0,0,0,0
0,0,148,0,0,0,7,0,0,0,0,0,4,0,0,61,0,0,0,0,3,26,0,0,0,51,0,0,0,0,0,0,0
39,14,0,4,6,0,4,3,30,0,10,2,2,12,27,0,14,0,13,39,1,2,6,26,0,1,1,0,16,0,1,3,24
32,12,0,7,10,0,4,5,21,0,9,4,1,16,30,0,11,1,15,39,3,3,3,26,0,5,0,0,14,1,2,8,18
38,10,0,4,4,0,1,1,26,0,12,4,0,18,38,0,18,3,19,31,2,0,1,25,0,2,1,0,11,0,1,3,27
33,1,0,11,7,0,3,9,15,0,12,1,0,14,33,0,8,21,15,32,1,2,2,27,0,0,1,0,9,0,2,9,32
18,3,1,0,2,0,2,2,32,0,23,9,3,15,38,0,19,0,13,40,3,2,11,38,0,2,1,0,0,1,1,0,21
26,15,1,13,4,0,0,9,12,0,10,1,3,20,33,0,1,0,16,32,9,1,3,36,0,2,2,0,11,2,1,14,23
37,10,0,19,4,0,4,7,15,0,13,0,2,24,34,0,3,0,18,29,2,2,0,27,0,0,4,0,7,3,5,8,23
27,1,0,21,8,0,1,17,3,3,31,0,2,16,6,0,2,15,17,38,2,2,2,20,0,0,10,0,3,3,13,12,25
23,1,0,16,3,0,2,19,5,11,28,9,1,32,5,0,4,14,22,16,1,4,0,8,0,2,13,0,3,7,19,12,20
17,3,0,24,2,0,1,17,5,8,25,14,1,33,3,0,2,1,36,6,1,2,7,2,0,0,19,2,2,21,10,10,26
19,3,0,23,2,0,0,8,5,4,22,12,3,30,3,0,5,1,34,8,3,3,5,3,0,0,17,0,4,24,12,23,24
7,5,0,25,0,0,0,13,2,3,31,17,5,39,5,0,3,1,34,6,3,1,13,3,0,0,18,2,2,18,11,21,12
12,10,0,26,1,0,0,11,2,2,22,17,5,46,6,0,2,1,28,7,2,0,13,1,0,0,13,0,2,20,10,23,18
7,2,0,23,1,0,0,13,2,2,24,26,1,42,4,0,3,2,36,7,4,1,11,6,0,0,16,0,2,16,15,26,8
5,4,0,25,1,0,0,17,3,5,17,24,1,49,1,0,0,2,25,7,0,0,17,1,0,0,19,1,1,22,17,18,18
7,10,0,21,1,0,0,11,1,9,19,26,0,42,2,0,1,4,35,2,2,1,9,0,0,0,22,0,2,22,18,22,11
5,12,0,13,1,0,0,9,1,9,23,24,0,49,1,0,2,7,24,2,0,2,16,3,0,0,23,1,6,23,20,11,13
4,8,0,21,3,0,0,11,1,7,17,26,0,38,2,0,0,4,29,5,4,2,20,1,0,0,25,3,7,17,15,16,14
5,12,0,23,0,0,0,13,0,4,12,26,0,36,3,0,3,11,27,3,2,3,16,1,0,0,23,1,12,16,15,23,10
6,7,0,25,0,0,0,9,0,2,22,26,2,34,2,0,0,7,34,2,2,0,15,2,0,0,29,1,14,18,12,17,12
3,5,0,29,0,0,0,22,0,0,15,26,6,36,0,0,0,19,31,2,0,2,16,0,0,0,24,0,10,19,14,12,9
12,8,0,24,3,0,0,12,0,0,24,23,8,30,0,0,1,11,30,2,2,3,10,1,0,0,20,0,6,20,18,15,17
8,5,0,32,2,0,0,14,0,0,17,21,5,26,2,0,1,11,28,6,1,4,12,1,0,0,21,0,9,27,20,13,14
5,7,0,23,0,0,1,10,2,0,23,16,2,30,1,0,0,15,30,3,0,2,6,2,0,0,24,0,12,26,23,10,27
13,7,0,20,1,0,0,25,1,0,26,7,7,38,1,0,1,12,30,5,1,1,3,1,0,0,19,0,14,24,14,9,20
12,3,0,26,0,0,1,12,1,0,37,7,5,32,1,0,0,11,25,2,0,1,6,1,0,0,21,0,20,26,25,12,13
16,8,0,12,3,0,1,17,1,0,30,19,4,31,0,0,0,7,33,6,3,1,6,4,0,0,21,0,17,14,23,7,16
14,11,0,9,0,0,2,12,0,0,31,13,3,27,2,0,2,14,35,7,2,2,11,2,0,0,22,0,16,23,8,10,22
13,10,0,12,0,0,0,16,2,0,30,19,3,25,2,0,0,11,23,4,0,1,11,3,0,0,21,0,18,32,17,7,20
8,11,0,21,0,0,2,14,0,0,27,14,2,40,3,0,0,5,26,7,0,2,7,6,0,0,19,1,14,22,20,8,21
13,10,0,12,1,0,3,8,2,0,29,15,3,37,0,0,1,13,26,4,3,1,4,4,0,0,29,0,12,16,18,14,22
20,6,0,10,0,0,2,10,1,0,25,13,4,39,2,0,0,6,24,7,0,0,5,3,0,0,20,0,17,21,20,16,29
15,9,0,16,1,0,0,17,1,1,25,14,4,42,0,0,2,8,19,8,0,1,7,1,0,0,19,0,20,23,16,13,18
9,13,0,11,2,0,2,14,1,0,35,12,5,33,0,0,2,8,33,7,2,1,8,1,0,0,22,0,9,23,19,14,14
18,10,0,26,1,0,0,11,2,0,28,10,3,32,2,0,2,1,29,7,1,0,3,1,0,0,24,0,14,28,23,8,16
16,12,0,15,2,0,2,20,1,0,39,11,3,25,1,0,0,3,22,4,0,1,14,2,0,0,26,0,12,18,24,5,22
9,17,0,17,0,0,0,19,0,0,29,11,3,26,1,0,0,1,39,3,1,2,9,4,0,0,25,0,16,17,13,17,21
7,13,0,21,2,0,0,18,0,8,31,21,0,32,1,0,3,5,38,0,2,1,16,2,0,0,14,0,14,20,12,9,10
5,9,2,19,5,0,1,11,0,9,19,31,0,34,2,0,2,5,30,2,0,1,21,2,0,0,10,0,16,19,16,14,15
8,11,3,15,3,0,1,11,1,13,13,18,0,35,4,2,3,8,35,0,1,1,18,2,0,1,19,2,20,13,17,14,8
0,13,7,13,4,0,2,14,4,18,13,25,0,30,0,3,4,5,25,1,0,0,18,1,0,0,16,16,15,20,10,17,6
2,17,10,13,2,0,0,14,2,14,6,24,1,21,4,6,0,10,31,1,2,0,19,1,0,0,13,36,17,6,10,8,10
5,15,11,18,4,1,1,13,1,22,9,12,0,23,0,8,1,11,17,0,1,1,18,0,0,0,11,33,16,15,7,18,8
1,20,20,17,1,9,0,11,7,10,5,15,1,32,0,9,1,9,15,2,1,1,10,1,0,3,14,40,9,7,8,17,4
1,20,13,7,3,12,0,11,1,9,9,14,1,28,1,5,0,4,14,1,0,1,19,2,0,1,12,51,18,13,11,14,4
3,15,14,15,4,41,0,18,0,2,8,11,1,18,3,1,1,9,9,2,0,3,16,0,0,3,13,38,13,15,9,14,1
2,17,9,19,0,7,2,6,3,17,8,18,2,15,1,8,2,3,20,0,3,4,15,2,0,3,9,69,7,11,7,8,3
4,11,8,10,0,0,1,3,2,66,16,7,6,12,5,4,3,15,19,0,0,6,3,2,0,6,12,30,4,13,15,3,14
4,5,9,6,1,0,3,17,2,59,15,7,2,5,0,9,3,55,7,3,2,1,6,2,0,0,10,0,13,5,15,11,23
9,3,6,4,1,0,2,8,7,94,15,6,2,7,2,4,3,51,8,5,0,1,3,3,0,2,12,0,11,5,10,7,9
5,11,5,11,1,0,2,5,1,12,7,2,4,8,5,3,1,121,5,3,0,2,5,3,0,0,3,0,49,2,4,10,10
9,72,4,5,1,0,0,4,4,0,11,8,1,8,3,1,2,2,7,8,0,0,16,0,0,0,4,0,109,2,5,6,8
3,93,1,3,0,0,1,1,3,0,8,44,1,0,3,4,2,0,5,7,2,1,81,6,0,0,8,0,3,12,3,4,1
1,96,1,3,0,0,2,1,2,0,7,40,1,3,8,4,2,0,1,7,2,0,89,7,0,1,3,0,2,6,1,4,6
6,0,0,4,2,0,0,2,9,0,1,95,1,2,4,1,2,0,3,1,0,1,18,1,0,0,51,0,0,80,10,4,2
6,0,0,5,8,0,0,73,2,0,0,0,2,4,0,0,4,0,2,7,4,0,0,4,0,0,79,0,0,4,73,15,8
4,0,1,30,7,0,2,97,1,0,2,0,0,7,3,0,0,0,7,0,2,1,0,1,0,0,0,0,0,0,65,69,1
4,0,1,49,2,0,1,88,1,0,8,0,1,12,4,0,4,0,6,4,4,5,0,4,0,1,0,0,0,0,12,87,2
4,0,0,48,6,0,0,76,7,0,6,0,2,15,10,0,5,0,7,2,6,1,0,3,0,0,0,0,0,0,20,78,4
5,0,1,75,12,0,1,26,2,0,4,0,3,19,9,0,12,0,5,2,4,14,0,7,0,0,0,0,0,0,0,91,8
4,0,0,49,8,0,2,23,8,0,7,0,5,27,11,0,12,0,14,4,8,14,0,7,0,0,0,0,0,0,0,96,1
